station_name,station_id,lat,lng
Homewood Ave & 115th St,305,41.684593020167327,-87.670787886851443
Honore St & Division St,306,41.90311888837072,-87.673918381273808
Houston Ave & 92nd St,307,41.72820267926992,-87.54967311146099
Hoyne Ave & 47th St,308,41.808227233521656,-87.6771928888889
Hoyne Ave & Balmoral Ave,309,41.979868463620285,-87.681925025499808
HQ QR,310,41.8899,-87.6803
Hubbard St Bike Checking (Lbs-Wh-Test),311,41.889968211027167,-87.6806000287056
Hubbard_Test_Lws,312,41.89,-87.68
Humboldt Blvd & Armitage Ave,313,41.917510740935192,-87.701791335764071
Indiana Ave & 103rd St,314,41.70716823775053,-87.618435249409686
Indiana Ave & 26th St,315,41.845691079237525,-87.622493515200219
Indiana Ave & 31st St,316,41.83883422660486,-87.621862618098092
Indiana Ave & 40th St,317,41.821685594889466,-87.621579043927639
Indiana Ave & Roosevelt Rd,318,41.867897209738857,-87.623031692320382
Jefferson St & Monroe St,319,41.880415252351362,-87.642725401909658
Jeffery Blvd & 67th St,320,41.773516308897513,-87.577168810377515
Jeffery Blvd & 71st St,321,41.766676679017749,-87.576457287846964
Jeffery Blvd & 76th St,322,41.757256544333181,-87.575892663858355
Jeffery Blvd & 91st St,323,41.729741798366994,-87.575846654498633
Karlov Ave & Madison St,324,41.880858635555555,-87.727907874444455
Kedzie Ave & 21st St,325,41.853525498921982,-87.705078055023677
Kedzie Ave & 24th St,326,41.848195354709809,-87.70541105009616
Kedzie Ave & Bryn Mawr Ave,327,41.982382152061042,-87.708913159397071
Kedzie Ave & Chicago Ave,328,41.895472110943906,-87.7060979528407
Kedzie Ave & Foster Ave,329,41.97567519004108,-87.70927130861314
Kedzie Ave & Harrison St,330,41.873603301771126,-87.704877739983772
Kedzie Ave & Lake St,331,41.884580430671384,-87.706262977424316
Kedzie Ave & Leland Ave,332,41.966686426005133,-87.708061796606344
Kedzie Ave & Milwaukee Ave,333,41.929576232244784,-87.707870112443757
Kedzie Ave & Palmer Ct,334,41.921514240273588,-87.707306661818578
Kedzie Ave & Roosevelt Rd,335,41.866498745608588,-87.706494318542667
Kenton Ave & Madison St,336,41.880706732741615,-87.741018140039429
Keystone Ave & Fullerton Ave,337,41.9245815504518,-87.727852843289824
Keystone Ave & Montrose Ave,338,41.961071302918334,-87.7289309108702
Kilbourn Ave & Irving Park Rd,339,41.95370420575933,-87.740522627574
Kilbourn Ave & Milwaukee Ave,340,41.948812272739652,-87.739996822440077
Kildare Ave & Montrose Ave,341,41.961082248046871,-87.735691587109386
Kimball Ave & Belmont Ave,342,41.939392269283751,-87.711561437819739
Kimbark Ave & 53rd St,343,41.799583996160656,-87.594735428019987
Kingsbury St & Erie St,344,41.893807704664191,-87.641696943357289
Kingsbury St & Kinzie St,345,41.889192992430708,-87.638501411531351
Knox Ave & Montrose Ave,346,41.960629232588275,-87.745375401846474
Kosciuszko Park,347,41.930586193573433,-87.7237554991272
Kostner Ave & Adams St,348,41.877915771996612,-87.735787728003388
Kostner Ave & Lake St,349,41.885924547854785,-87.735402516501651
Laflin St & Cullerton St,350,41.854909173788784,-87.663575637886339
Lake Park Ave & 35th St,351,41.831275652901695,-87.6087894057451
Lake Park Ave & 47th St,352,41.809478320411607,-87.591891787921753
Lake Park Ave & 53rd St,353,41.799517937042296,-87.586454904458535
Lake Park Ave & 56th St,354,41.793239520458137,-87.587788601579788
Lake Shore Dr & Belmont Ave,355,41.940774947771132,-87.6391947899994
Lake Shore Dr & Diversey Pkwy,356,41.93258684168309,-87.63642341274722
Lake Shore Dr & Monroe St,357,41.880966330551807,-87.616741000544749
Lake Shore Dr & North Blvd,358,41.911714522235691,-87.626805316174014
Lake Shore Dr & Ohio St,359,41.892570634148896,-87.614508956705038
Lake Shore Dr & Wellington Ave,360,41.936692984442686,-87.6368301089319
Lakefront Trail & Bryn Mawr Ave,361,41.984005709291374,-87.65230156570658
Lakefront Trail & Wilson Ave,362,41.965834741789244,-87.645373533551336
Lakeview Ave & Fullerton Pkwy,363,41.925865156029353,-87.638978923144364
Laramie Ave & Gladys Ave,364,41.875807065476188,-87.755291129761915
Laramie Ave & Kinzie St,365,41.887824479302829,-87.7555283714597
Laramie Ave & Madison St,366,41.880209189095126,-87.75533933372003
Larrabee St & Armitage Ave,367,41.918086224588315,-87.64374127860539
Larrabee St & Division St,368,41.903492784488364,-87.643359766953807
Larrabee St & Kingsbury St,369,41.8977627475279,-87.642912674178461
Larrabee St & Menomonee St,370,41.914686876649967,-87.6433162690032
Larrabee St & North Ave,371,41.91019871551994,-87.6435016492488
Larrabee St & Oak St,372,41.90021514341597,-87.642984516059826
Larrabee St & Webster Ave,373,41.921816925855708,-87.644124878722579
Lasalle Dr & Huron St,374,41.894870889466674,-87.6323035859335
Lasalle St & Adams St,375,41.879343297965512,-87.631967551267962
Lasalle St & Illinois St,376,41.890774063093588,-87.631694900226819
Lasalle St & Jackson Blvd,377,41.878199861299706,-87.631898389065356
Lasalle St & Washington St,378,41.882697452606571,-87.6325285955716
Latrobe Ave & Chicago Ave,379,41.8947388005148,-87.756895548906044
Lawndale Ave & 111th St,380,41.691323095238104,-87.712829869047624
Leavitt St & Addison St,381,41.946645130677737,-87.683355350866378
