member_casual,day_of_year,trip_date,avg_ride_len_secs,avg_ride_len,num_rides,daily_rides,part_of_daily_rides,part_of_tot_rides
casual,35,2020-02-04,1648,00:27:28,210,6123,0.034296913277805,6.3057457955689229e-05
member,36,2020-02-05,620,00:10:20,5162,5346,0.96558174335952118,0.0015500123712727037
casual,36,2020-02-05,2323,00:38:43,184,5346,0.034418256640478866,5.5250344113556275e-05
member,37,2020-02-06,647,00:10:47,3124,3215,0.97169517884914458,0.00093805475549320544
casual,37,2020-02-06,2985,00:49:45,91,3215,0.028304821150855364,2.7324898447465332e-05
member,38,2020-02-07,667,00:11:07,4912,5213,0.94225973527719165,0.0014749439689445022
casual,38,2020-02-07,2753,00:45:53,301,5213,0.057740264722808361,9.0382356403154551e-05
member,39,2020-02-08,666,00:11:06,2781,3206,0.86743605739238927,0.000835060907498913
casual,39,2020-02-08,2022,00:33:42,425,3206,0.13256394260761073,0.00012761628395794247
member,40,2020-02-09,637,00:10:37,1655,1805,0.91689750692520777,0.00049695282341269366
casual,40,2020-02-09,2802,00:46:42,150,1805,0.083102493074792241,4.5041041396920876e-05
member,41,2020-02-10,645,00:10:45,6070,6280,0.96656050955414008,0.0018226608085287314
casual,41,2020-02-10,1812,00:30:12,210,6280,0.033439490445859872,6.3057457955689229e-05
member,42,2020-02-11,643,00:10:43,6219,6437,0.96613329190616748,0.0018674015763163394
casual,42,2020-02-11,1936,00:32:16,218,6437,0.033866708093832527,6.5459646830191674e-05
member,43,2020-02-12,639,00:10:39,4709,4881,0.96476131940176191,0.0014139884262540027
casual,43,2020-02-12,3454,00:57:34,172,4881,0.035238680598238065,5.16470608018026e-05
casual,44,2020-02-13,3411,00:56:51,70,2928,0.023907103825136611,2.101915265189641e-05
member,44,2020-02-13,708,00:11:48,2858,2928,0.97609289617486339,0.000858181975415999
member,45,2020-02-14,610,00:10:10,2734,2873,0.951618517229377,0.00082094804786121114
casual,45,2020-02-14,2567,00:42:47,139,2873,0.048381482770623041,4.1738031694480014e-05
member,46,2020-02-15,633,00:10:33,1613,1812,0.89017660044150115,0.0004843413318215558
casual,46,2020-02-15,2473,00:41:13,199,1812,0.1098233995584989,5.975444825324836e-05
member,47,2020-02-16,712,00:11:52,2417,2894,0.83517622667588109,0.00072576131370905169
casual,47,2020-02-16,2386,00:39:46,477,2894,0.16482377332411888,0.00014323051164220839
member,48,2020-02-17,649,00:10:49,3377,3572,0.94540873460246355,0.0010140239786493453
casual,48,2020-02-17,2501,00:41:41,195,3572,0.054591265397536393,5.8553353815997137e-05
member,49,2020-02-18,647,00:10:47,6235,6564,0.94987812309567332,0.0018722059540653444
casual,49,2020-02-18,1862,00:31:02,329,6564,0.05012187690432663,9.8790017463913122e-05
member,50,2020-02-19,611,00:10:11,5423,5666,0.9571126014825273,0.001628383783303346
casual,50,2020-02-19,2279,00:37:59,243,5666,0.042887398517472641,7.2966487063011822e-05
casual,51,2020-02-20,3013,00:50:13,160,4840,0.033057851239669422,4.8043777490048932e-05
member,51,2020-02-20,589,00:09:49,4680,4840,0.96694214876033058,0.0014052804915839312
member,52,2020-02-21,633,00:10:33,5099,5458,0.93422499083913524,0.001531095133885997
casual,52,2020-02-21,2295,00:38:15,359,5458,0.065775009160864789,0.00010779822574329729
member,53,2020-02-22,802,00:13:22,3883,5393,0.72000741702206561,0.0011659624249616251
casual,53,2020-02-22,2421,00:40:21,1510,5393,0.27999258297793433,0.0004534131500623368
member,54,2020-02-23,936,00:15:36,4874,7669,0.635545703481549,0.0014635335717906157
casual,54,2020-02-23,2422,00:40:22,2795,7669,0.3644542965184509,0.00083926473802929224
member,55,2020-02-24,630,00:10:30,6378,6685,0.95407629020194462,0.0019151450801970756
casual,55,2020-02-24,1749,00:29:09,307,6685,0.045923709798055351,9.2183998059031384e-05
member,56,2020-02-25,638,00:10:38,4769,4937,0.96597123759368042,0.0014320048428127709
casual,56,2020-02-25,1861,00:31:01,168,4937,0.034028762406319628,5.0445966364551378e-05
member,57,2020-02-26,598,00:09:58,3717,3819,0.97329143754909664,0.0011161170058156993
casual,57,2020-02-26,2738,00:45:38,102,3819,0.026708562450903379,3.06279081499062e-05
member,58,2020-02-27,637,00:10:37,5299,5500,0.96345454545454545,0.001591149855748558
casual,58,2020-02-27,2407,00:40:07,201,5500,0.036545454545454548,6.0354995471873971e-05
member,59,2020-02-28,653,00:10:53,4836,5112,0.9460093896713615,0.0014521231746367289
casual,59,2020-02-28,3442,00:57:22,276,5112,0.0539906103286385,8.28755161703344e-05
member,60,2020-02-29,735,00:12:15,2903,3607,0.804823953423898,0.00087169428783507533
casual,60,2020-02-29,2558,00:42:38,704,3607,0.19517604657610202,0.00021139262095621529
member,61,2020-03-01,896,00:14:56,4616,7332,0.629569012547736,0.0013860629805879116
casual,61,2020-03-01,2503,00:41:43,2716,7332,0.37043098745226405,0.00081554312289358068
member,62,2020-03-02,669,00:11:09,7173,7847,0.91410730215368929,0.0021538625996007561
casual,62,2020-03-02,1976,00:32:56,674,7847,0.085892697846310692,0.00020238441267683114
casual,63,2020-03-03,1866,00:31:06,549,7968,0.068900602409638551,0.00016485021151273039
member,63,2020-03-03,709,00:11:49,7419,7968,0.93109939759036142,0.0022277299074917063
member,64,2020-03-04,687,00:11:27,7518,8098,0.92837737713015556,0.0022574569948136743
casual,64,2020-03-04,1932,00:32:12,580,8098,0.0716226228698444,0.00017415869340142739
member,65,2020-03-05,702,00:11:42,7376,8031,0.91844104096625578,0.0022148181422912559
casual,65,2020-03-05,2115,00:35:15,655,8031,0.081558959033744244,0.00019667921409988781
member,66,2020-03-06,638,00:10:38,5576,5979,0.93259742431844794,0.0016743256455282053
casual,66,2020-03-06,1894,00:31:34,403,5979,0.0674025756815521,0.00012101026455306075
member,67,2020-03-07,832,00:13:52,4445,6633,0.67013417759686411,0.001334716193395422
casual,67,2020-03-07,2337,00:38:57,2188,6633,0.32986582240313583,0.00065699865717641919
member,68,2020-03-08,953,00:15:53,6066,11033,0.54980513006435239,0.00182145971409148
casual,68,2020-03-08,2721,00:45:21,4967,11033,0.45019486993564761,0.0014914590174567065
member,69,2020-03-09,618,00:10:18,3906,4144,0.94256756756756754,0.0011728687179758195
casual,69,2020-03-09,2496,00:41:36,238,4144,0.057432432432432436,7.1465119016447787e-05
member,70,2020-03-10,690,00:11:30,6848,7432,0.92142088266953714,0.0020562736765740944
casual,70,2020-03-10,1973,00:32:53,584,7432,0.078579117330462869,0.00017535978783867861
member,71,2020-03-11,671,00:11:11,7002,7571,0.92484480253599255,0.0021025158124082662
casual,71,2020-03-11,2040,00:34:00,569,7571,0.0751551974640074,0.00017085568369898651
member,72,2020-03-12,742,00:12:22,7053,8032,0.87811254980079678,0.0021178297664832197
casual,72,2020-03-12,2324,00:38:44,979,8032,0.12188745019920319,0.0002939678635172369
casual,73,2020-03-13,2385,00:39:45,1238,6886,0.17978507115887307,0.00037173872832925361
member,73,2020-03-13,751,00:12:31,5648,6886,0.8202149288411269,0.0016959453453987273
member,74,2020-03-14,683,00:11:23,2347,2952,0.79505420054200537,0.00070474216105715531
casual,74,2020-03-14,2013,00:33:33,605,2952,0.20494579945799457,0.00018166553363424754
member,75,2020-03-15,829,00:13:49,2384,3282,0.72638634978671546,0.00071585228460172912
casual,75,2020-03-15,2811,00:46:51,898,3282,0.2736136502132846,0.00026964570116289966
member,76,2020-03-16,763,00:12:43,2961,3198,0.925891181988743,0.00088911015717521808
casual,76,2020-03-16,2177,00:36:17,237,3198,0.07410881801125703,7.1164845407134975e-05
member,77,2020-03-17,923,00:15:23,3484,4186,0.83229813664596275,0.0010461532548458154
casual,77,2020-03-17,2623,00:43:43,702,4186,0.16770186335403728,0.00021079207373758969
member,78,2020-03-18,797,00:13:17,1633,1838,0.88846572361262244,0.00049034680400781194
casual,78,2020-03-18,2206,00:36:46,205,1838,0.11153427638737759,6.15560899091252e-05
member,79,2020-03-19,918,00:15:18,1645,1859,0.884884346422808,0.00049395008731956559
casual,79,2020-03-19,2045,00:34:05,214,1859,0.11511565357719204,6.4258552392940451e-05
casual,80,2020-03-20,2701,00:45:01,374,2202,0.16984559491371481,0.00011230232988298938
member,80,2020-03-20,814,00:13:34,1828,2202,0.83015440508628524,0.0005489001578238091
member,81,2020-03-21,979,00:16:19,1659,2095,0.79188544152744633,0.00049815391784994491
casual,81,2020-03-21,3022,00:50:22,436,2095,0.2081145584725537,0.00013091929366038335
member,82,2020-03-22,1009,00:16:49,1006,1298,0.7750385208012327,0.00030207525096868264
casual,82,2020-03-22,2313,00:38:33,292,1298,0.22496147919876733,8.76798939193393e-05
member,83,2020-03-23,1033,00:17:13,1596,1905,0.83779527559055122,0.00047923668046323813
casual,83,2020-03-23,2563,00:42:43,309,1905,0.16220472440944883,9.2784545277657e-05
member,84,2020-03-24,988,00:16:28,1895,2400,0.7895833333333333,0.000569018489647767
casual,84,2020-03-24,2248,00:37:28,505,2400,0.21041666666666667,0.00015163817270296695
member,85,2020-03-25,1199,00:19:59,3269,5091,0.6421135336868985,0.00098159442884356235
casual,85,2020-03-25,3334,00:55:34,1822,5091,0.35788646631310156,0.00054709851616793217
casual,86,2020-03-26,1670,00:27:50,257,1642,0.15651644336175397,7.71703175933911e-05
member,86,2020-03-26,865,00:14:25,1385,1642,0.843483556638246,0.00041587894889823609
member,87,2020-03-27,851,00:14:11,1298,1474,0.88059701492537312,0.000389755144888022
casual,87,2020-03-27,2667,00:44:27,176,1474,0.11940298507462686,5.2848155239053823e-05
member,88,2020-03-28,1072,00:17:52,1163,1426,0.81556802244039273,0.00034921820763079319
casual,88,2020-03-28,2022,00:33:42,263,1426,0.1844319775596073,7.8971959249267935e-05
member,89,2020-03-29,900,00:15:00,1155,1430,0.80769230769230771,0.00034681601875629075
casual,89,2020-03-29,2264,00:37:44,275,1430,0.19230769230769232,8.25752425610216e-05
member,90,2020-03-30,895,00:14:55,1605,1904,0.84296218487394958,0.00048193914294705336
casual,90,2020-03-30,2317,00:38:37,299,1904,0.15703781512605042,8.9781809184528939e-05
member,91,2020-03-31,895,00:14:55,1392,1601,0.86945658963148031,0.00041798086416342569
casual,91,2020-03-31,2337,00:38:57,209,1601,0.13054341036851969,6.2757184346376416e-05
casual,92,2020-04-01,1836,00:30:36,394,2257,0.1745680106335844,0.0001183078020692455
member,92,2020-04-01,1008,00:16:48,1863,2257,0.8254319893664156,0.00055940973414975723
member,93,2020-04-02,1008,00:16:48,2020,2561,0.78875439281530657,0.00060655269081186778
casual,93,2020-04-02,2226,00:37:06,541,2561,0.21124560718469348,0.00016244802263822795
casual,94,2020-04-03,2456,00:40:56,945,3479,0.2716297786720322,0.00028375856080060149
member,94,2020-04-03,1180,00:19:40,2534,3479,0.7283702213279678,0.00076089332599865
casual,95,2020-04-04,2025,00:33:45,525,2246,0.23374888691006232,0.00015764364488922306
member,95,2020-04-04,1062,00:17:42,1721,2246,0.76625111308993765,0.00051677088162733879
member,96,2020-04-05,1174,00:19:34,1948,2845,0.68471001757469241,0.00058493299094134572
casual,96,2020-04-05,2290,00:38:10,897,2845,0.31528998242530754,0.00026934542755358682
member,97,2020-04-06,1032,00:17:12,1910,2395,0.79749478079331937,0.00057352259378745912
casual,97,2020-04-06,2054,00:34:14,485,2395,0.20250521920668058,0.00014563270051671083
member,98,2020-04-07,1193,00:19:53,3326,5127,0.64872244977569726,0.000998710024574392
casual,98,2020-04-07,2668,00:44:28,1801,5127,0.35127755022430274,0.00054079277037236335
casual,99,2020-04-08,2254,00:37:34,589,2336,0.2521404109589041,0.00017686115588524262
member,99,2020-04-08,1040,00:17:20,1747,2336,0.74785958904109584,0.00052457799546947175
member,100,2020-04-09,919,00:15:19,1545,1945,0.794344473007712,0.000463922726388285
casual,100,2020-04-09,1734,00:28:54,400,1945,0.20565552699228792,0.00012010944372512233
member,101,2020-04-10,1057,00:17:37,2022,2683,0.75363399180022361,0.00060715323803049335
casual,101,2020-04-10,2120,00:35:20,661,2683,0.24636600819977636,0.00019848085575576466
member,102,2020-04-11,1234,00:20:34,2908,4386,0.66301869585043316,0.00087319565588163937
casual,102,2020-04-11,2854,00:47:34,1478,4386,0.33698130414956678,0.000443804394564327
member,103,2020-04-12,1224,00:20:24,2308,3605,0.64022191400832174,0.00069303149029395581
casual,103,2020-04-12,2531,00:42:11,1297,3605,0.35977808599167821,0.00038945487127870913
casual,104,2020-04-13,1776,00:29:36,334,1806,0.1849390919158361,0.00010029138551047714
member,104,2020-04-13,954,00:15:54,1472,1806,0.81506090808416387,0.0004420027529084502
member,105,2020-04-14,914,00:15:14,1331,1582,0.84134007585335024,0.00039966417399534454
casual,105,2020-04-14,1686,00:28:06,251,1582,0.15865992414664981,7.5368675937514268e-05
member,106,2020-04-15,951,00:15:51,1149,1396,0.82306590257879653,0.00034501437710041387
casual,106,2020-04-15,1713,00:28:33,247,1396,0.17693409742120345,7.4167581500263045e-05
member,107,2020-04-16,956,00:15:56,1830,2243,0.81587160053499774,0.00054950070504243467
casual,107,2020-04-16,1651,00:27:31,413,2243,0.18412839946500223,0.0001240130006461888
member,108,2020-04-17,882,00:14:42,1111,1414,0.7857142857142857,0.00033360397994652727
casual,108,2020-04-17,1866,00:31:06,303,1414,0.21428571428571427,9.0982903621780162e-05
member,109,2020-04-18,1297,00:21:37,3239,5055,0.640751730959446,0.000972586220564178
casual,109,2020-04-18,2536,00:42:16,1816,5055,0.3592482690405539,0.00054529687451205535
member,110,2020-04-19,1253,00:20:53,3167,5080,0.62342519685039366,0.00095096652069365608
casual,110,2020-04-19,2614,00:43:34,1913,5080,0.37657480314960629,0.00057442341461539758
member,111,2020-04-20,1107,00:18:27,2645,3852,0.686656282450675,0.00079422369663237141
casual,111,2020-04-20,2327,00:38:47,1207,3852,0.31334371754932505,0.00036243024644055661
member,112,2020-04-21,985,00:16:25,1961,2585,0.75860735009671176,0.00058883654786241225
casual,112,2020-04-21,2127,00:35:27,624,2585,0.24139264990328821,0.00018737073221119084
casual,113,2020-04-22,2123,00:35:23,404,1967,0.20538891713268936,0.00012131053816237355
member,113,2020-04-22,907,00:15:07,1563,1967,0.79461108286731064,0.00046932765135591551
casual,114,2020-04-23,1980,00:33:00,447,2265,0.19735099337748344,0.0001342223033628242
member,114,2020-04-23,899,00:14:59,1818,2265,0.80264900662251659,0.000545897421730681
casual,115,2020-04-24,2102,00:35:02,553,2234,0.247538048343778,0.00016605130594998162
member,115,2020-04-24,967,00:16:07,1681,2234,0.752461951656222,0.00050475993725482662
member,116,2020-04-25,896,00:14:56,831,1030,0.80679611650485439,0.00024952736933894163
casual,116,2020-04-25,1911,00:31:51,199,1030,0.19320388349514564,5.975444825324836e-05
member,117,2020-04-26,1363,00:22:43,3826,6119,0.62526556626899821,0.0011488468292307952
casual,117,2020-04-26,2716,00:45:16,2293,6119,0.37473443373100179,0.00068852738615426381
casual,118,2020-04-27,1943,00:32:23,629,2554,0.24628034455755676,0.00018887210025775487
member,118,2020-04-27,1073,00:17:53,1925,2554,0.75371965544244324,0.00057802669792715122
casual,119,2020-04-28,2570,00:42:50,951,3339,0.28481581311769993,0.00028556020245647836
member,119,2020-04-28,1117,00:18:37,2388,3339,0.71518418688230012,0.00071705337903898037
casual,120,2020-04-29,3011,00:50:11,132,631,0.2091917591125198,3.9636116429290367e-05
member,120,2020-04-29,791,00:13:11,499,631,0.79080824088748014,0.0001498365310470901
casual,121,2020-04-30,2071,00:34:31,602,2529,0.23803875049426651,0.0001807647128063091
member,121,2020-04-30,996,00:16:36,1927,2529,0.76196124950573352,0.00057862724514577679
member,122,2020-05-01,1135,00:18:55,3261,4687,0.69575421378280355,0.00097919223996905985
casual,122,2020-05-01,2681,00:44:41,1426,4687,0.3042457862171965,0.0004281901668800611
member,123,2020-05-02,1385,00:23:05,6051,11664,0.518775720164609,0.0018169556099517882
casual,123,2020-05-02,3132,00:52:12,5613,11664,0.48122427983539096,0.0016854357690727791
member,124,2020-05-03,1297,00:21:37,5079,9297,0.54630525976121325,0.0015250896616997409
casual,124,2020-05-03,2985,00:49:45,4218,9297,0.4536947402387867,0.001266554084081415
member,125,2020-05-04,895,00:14:55,1910,2585,0.73887814313346223,0.00057352259378745912
casual,125,2020-05-04,1755,00:29:15,675,2585,0.26112185686653772,0.00020268468628614392
casual,126,2020-05-05,1459,00:24:19,454,1929,0.23535510627268014,0.00013632421862801384
member,126,2020-05-05,935,00:15:35,1475,1929,0.76464489372731981,0.00044290357373638861
casual,127,2020-05-06,2175,00:36:15,1533,4684,0.32728437233134072,0.00046031944307653135
member,127,2020-05-06,1072,00:17:52,3151,4684,0.67271562766865922,0.00094616214294465119
member,128,2020-05-07,1092,00:18:12,3213,4938,0.6506682867557716,0.00096477910672204507
casual,128,2020-05-07,2413,00:40:13,1725,4938,0.34933171324422846,0.00051797197606459
casual,129,2020-05-08,1832,00:30:32,738,2760,0.2673913043478261,0.0002216019236728507
member,129,2020-05-08,943,00:15:43,2022,2760,0.7326086956521739,0.00060715323803049335
member,130,2020-05-09,1231,00:20:31,4352,7821,0.55645058176703743,0.0013067907477293309
casual,130,2020-05-09,2582,00:43:02,3469,7821,0.44354941823296251,0.0010416491507061233
casual,131,2020-05-10,1904,00:31:44,424,1380,0.30724637681159422,0.00012731601034862968
member,131,2020-05-10,888,00:14:48,956,1380,0.69275362318840583,0.0002870615705030424
casual,132,2020-05-11,2015,00:33:35,830,2833,0.29297564419343453,0.00024922709572962885
member,132,2020-05-11,953,00:15:53,2003,2833,0.70702435580656553,0.00060144803945355011
casual,133,2020-05-12,2102,00:35:02,1514,4679,0.32357341312246207,0.00045461424449958805
member,133,2020-05-12,1030,00:17:10,3165,4679,0.676426586877538,0.0009503659734750304
casual,134,2020-05-13,2639,00:43:59,2085,5688,0.36656118143459915,0.00062607047541720013
member,134,2020-05-13,1119,00:18:39,3603,5688,0.63343881856540085,0.0010818858143540394
casual,135,2020-05-14,2748,00:45:48,1033,2982,0.34641180415828304,0.00031018263842012844
member,135,2020-05-14,1126,00:18:46,1949,2982,0.653588195841717,0.00058523326455065861
casual,136,2020-05-15,2583,00:43:03,2847,6929,0.41088180112570355,0.00085487896571355816
member,136,2020-05-15,1176,00:19:36,4082,6929,0.58911819887429639,0.0012257168732148734
member,137,2020-05-16,1257,00:20:57,4970,8848,0.56170886075949367,0.001492359838284645
casual,137,2020-05-16,2705,00:45:05,3878,8848,0.43829113924050633,0.0011644610569150611
casual,138,2020-05-17,2149,00:35:49,235,681,0.34508076358296624,7.0564298188509364e-05
member,138,2020-05-17,818,00:13:38,446,681,0.65491923641703376,0.00013392202975351139
casual,139,2020-05-18,2079,00:34:39,1192,3827,0.31147112620851841,0.00035792614230086456
member,139,2020-05-18,998,00:16:38,2635,3827,0.68852887379148153,0.00079122096053924334
member,140,2020-05-19,985,00:16:25,2063,2808,0.7346866096866097,0.00061946445601231842
casual,140,2020-05-19,2220,00:37:00,745,2808,0.2653133903133903,0.00022370383893804033
casual,141,2020-05-20,2417,00:40:17,2144,6185,0.346645109135004,0.00064378661836665566
member,141,2020-05-20,1114,00:18:34,4041,6185,0.653354890864996,0.0012134056552330485
casual,142,2020-05-21,2332,00:38:52,1922,5513,0.34863050970433523,0.00057712587709921276
member,142,2020-05-21,1081,00:18:01,3591,5513,0.65136949029566482,0.0010782825310422857
member,143,2020-05-22,1129,00:18:49,4503,7482,0.60184442662389737,0.0013521320627355646
casual,143,2020-05-22,2585,00:43:05,2979,7482,0.39815557337610263,0.00089451508214284854
member,144,2020-05-23,1247,00:20:47,4613,8619,0.53521290172873881,0.0013851621597599734
casual,144,2020-05-23,2718,00:45:18,4006,8619,0.46478709827126119,0.0012028960789071002
member,145,2020-05-24,1366,00:22:46,6593,14626,0.45077259674552167,0.0019797039061993289
casual,145,2020-05-24,3101,00:51:41,8033,14626,0.54922740325447827,0.0024120979036097692
casual,146,2020-05-25,3030,00:50:30,7701,14039,0.54854334354298739,0.0023124070653179176
member,146,2020-05-25,1310,00:21:50,6338,14039,0.45145665645701261,0.0019031341358245633
casual,147,2020-05-26,2970,00:49:30,3407,7606,0.44793584012621612,0.0010230321869287295
member,147,2020-05-26,1116,00:18:36,4199,7606,0.55206415987378388,0.0012608488855044716
casual,148,2020-05-27,2573,00:42:53,3324,8000,0.4155,0.00099810947735576652
member,148,2020-05-27,1136,00:18:56,4676,8000,0.5845,0.00140407939714668
member,149,2020-05-28,1068,00:17:48,4050,6673,0.60692342274838906,0.0012161081177168636
casual,149,2020-05-28,2240,00:37:20,2623,6673,0.393076577251611,0.0007876176772274897
casual,150,2020-05-29,2713,00:45:13,4637,10411,0.44539429449620593,0.0013923687263834807
member,150,2020-05-29,1187,00:19:47,5774,10411,0.55460570550379407,0.0017337798201721409
casual,151,2020-05-30,2521,00:42:01,10334,16970,0.60895698291101941,0.0031030274786385354
member,151,2020-05-30,1295,00:21:35,6636,16970,0.39104301708898054,0.0019926156713997796
casual,152,2020-05-31,1666,00:27:46,170,185,0.918918918918919,5.1046513583176989e-05
member,152,2020-05-31,1034,00:17:14,15,185,0.081081081081081086,4.5041041396920874e-06
member,155,2020-06-03,1106,00:18:26,3731,6114,0.6102387962054302,0.0011203208363460785
casual,155,2020-06-03,2226,00:37:06,2383,6114,0.38976120379456985,0.00071555201099241634
member,156,2020-06-04,1164,00:19:24,4575,7512,0.60902555910543132,0.0013737517626060867
casual,156,2020-06-04,2231,00:37:11,2937,7512,0.39097444089456868,0.00088190359055171069
member,157,2020-06-05,1173,00:19:33,5161,8776,0.588081130355515,0.0015497120976633908
casual,157,2020-06-05,2347,00:39:07,3615,8776,0.411918869644485,0.001085489097665793
member,158,2020-06-06,1349,00:22:29,7136,14964,0.47687784014969259,0.0021427524760561823
casual,158,2020-06-06,2499,00:41:39,7828,14964,0.52312215985030741,0.002350541813700644
member,159,2020-06-07,1276,00:21:16,6587,13003,0.50657540567561332,0.0019779022645434519
casual,159,2020-06-07,2640,00:44:00,6416,13003,0.49342459432438668,0.0019265554773509623
casual,160,2020-06-08,2512,00:41:52,4248,10208,0.41614420062695923,0.0012755622923607992
member,160,2020-06-08,1079,00:17:59,5960,10208,0.58385579937304077,0.0017896307115043226
casual,161,2020-06-09,2299,00:38:19,1882,5539,0.33977252211590542,0.00056511493272670059
member,161,2020-06-09,949,00:15:49,3657,5539,0.66022747788409464,0.0010981005892569309
member,162,2020-06-10,982,00:16:22,4745,7531,0.63006240871066255,0.0014247982761892636
casual,162,2020-06-10,2227,00:37:07,2786,7531,0.3699375912893374,0.00083656227554547706
member,163,2020-06-11,1113,00:18:33,7007,12095,0.579330301777594,0.0021040171804548305
casual,163,2020-06-11,2487,00:41:27,5088,12095,0.42066969822240596,0.0015277921241835561
casual,164,2020-06-12,2274,00:37:54,4984,11803,0.42226552571380155,0.0014965636688150242
member,164,2020-06-12,1040,00:17:20,6819,11803,0.5777344742861984,0.0020475657419040229
member,165,2020-06-13,1116,00:18:36,7124,14047,0.50715455257350328,0.0021391491927444288
casual,165,2020-06-13,2471,00:41:11,6923,14047,0.49284544742649677,0.0020787941972725548
member,166,2020-06-14,1191,00:19:51,7003,14392,0.48658977209560866,0.0021028160860175793
casual,166,2020-06-14,2682,00:44:42,7389,14392,0.51341022790439128,0.0022187216992123225
casual,167,2020-06-15,2569,00:42:49,3908,10041,0.38920426252365303,0.0011734692651944451
member,167,2020-06-15,1045,00:17:25,6133,10041,0.610795737476347,0.0018415780459154381
member,168,2020-06-16,1069,00:17:49,7020,11923,0.58877799211607817,0.002107920737375897
casual,168,2020-06-16,2536,00:42:16,4903,11923,0.41122200788392183,0.001472241506460687
casual,169,2020-06-17,2547,00:42:27,5385,12668,0.42508683296495103,0.0016169733861494595
member,169,2020-06-17,1071,00:17:51,7283,12668,0.57491316703504891,0.0021868926966251648
member,170,2020-06-18,1047,00:17:27,7539,13153,0.57317722192655662,0.0022637627406092431
casual,170,2020-06-18,2497,00:41:37,5614,13153,0.42682277807344332,0.001685736042682092
member,171,2020-06-19,1097,00:18:17,8330,16054,0.51887380092188862,0.0025012791655756724
casual,171,2020-06-19,2421,00:40:21,7724,16054,0.48112619907811138,0.0023193133583321122
member,172,2020-06-20,1108,00:18:28,7203,14419,0.49954920590887025,0.0021628708078801403
casual,172,2020-06-20,2540,00:42:20,7216,14419,0.5004507940911298,0.0021667743648012068
member,173,2020-06-21,1190,00:19:50,7016,14615,0.48005473828258638,0.0021067196429386459
casual,173,2020-06-21,2712,00:45:12,7599,14615,0.51994526171741362,0.0022817791571680115
casual,174,2020-06-22,2504,00:41:44,2478,6925,0.35783393501805055,0.00074407800387713289
member,174,2020-06-22,970,00:16:10,4447,6925,0.6421660649819495,0.0013353167406140475
casual,175,2020-06-23,2594,00:43:14,5516,13494,0.40877427004594635,0.0016563092289694368
member,175,2020-06-23,1090,00:18:10,7978,13494,0.59122572995405365,0.0023955828550975651
member,176,2020-06-24,1064,00:17:44,7520,12695,0.59235919653406854,0.0022580575420322996
casual,176,2020-06-24,2513,00:41:53,5175,12695,0.40764080346593146,0.0015539159281937702
member,177,2020-06-25,1092,00:18:12,8759,15796,0.55450747024563185,0.0026300965439708664
casual,177,2020-06-25,2596,00:43:16,7037,15796,0.44549252975436821,0.0021130253887342147
casual,178,2020-06-26,2304,00:38:24,2147,6049,0.35493469995040505,0.00064468743919459412
member,178,2020-06-26,913,00:15:13,3902,6049,0.645065300049595,0.0011716676235385684
member,179,2020-06-27,1208,00:20:08,9342,20205,0.46236080178173722,0.002805156058200232
casual,179,2020-06-27,2726,00:45:26,10863,20205,0.53763919821826278,0.0032618722179650096
casual,180,2020-06-28,2980,00:49:40,11089,20093,0.55188374060618128,0.0033297340536697037
member,180,2020-06-28,1204,00:20:04,9004,20093,0.44811625939381872,0.0027036635782525039
casual,181,2020-06-29,2568,00:42:48,3579,9258,0.38658457550226832,0.0010746792477305321
member,181,2020-06-29,947,00:15:47,5679,9258,0.61341542449773168,0.0017052538272874242
casual,182,2020-06-30,2447,00:40:47,6082,14383,0.42286032121254258,0.0018262640918404851
member,182,2020-06-30,1044,00:17:24,8301,14383,0.57713967878745742,0.0024925712309056013
casual,183,2020-07-01,2594,00:43:14,6811,15568,0.4375,0.0020451635530295206
member,183,2020-07-01,1019,00:16:59,8757,15568,0.5625,0.0026294959967522406
casual,184,2020-07-02,2602,00:43:22,7602,16292,0.46660937883623865,0.00228267997799595
member,184,2020-07-02,1075,00:17:55,8690,16292,0.53339062116376135,0.0026093776649282825
casual,185,2020-07-03,2848,00:47:28,11170,19984,0.558947157726181,0.0033540562160240409
member,185,2020-07-03,1194,00:19:54,8814,19984,0.44105284227381908,0.0026466115924830705
casual,186,2020-07-04,3046,00:50:46,12269,19637,0.624789937363141,0.0036840569126588146
member,186,2020-07-04,1217,00:20:17,7368,19637,0.37521006263685897,0.0022124159534167532
casual,187,2020-07-05,2991,00:49:51,10947,18233,0.60039488838918442,0.0032870952011472853
member,187,2020-07-05,1237,00:20:37,7286,18233,0.39960511161081558,0.0021877935174531033
casual,188,2020-07-06,2855,00:47:35,6788,14607,0.46470870130759223,0.002038257260015326
member,188,2020-07-06,1037,00:17:17,7819,14607,0.53529129869240777,0.0023478393512168286
casual,189,2020-07-07,2576,00:42:56,6131,14267,0.4297329501647158,0.0018409774986968125
member,189,2020-07-07,1013,00:16:53,8136,14267,0.5702670498352842,0.0024430260853689884
member,190,2020-07-08,1005,00:16:45,8741,15632,0.55917349027635621,0.0026246916190032356
casual,190,2020-07-08,2445,00:40:45,6891,15632,0.44082650972364379,0.0020691854417745448
casual,191,2020-07-09,2435,00:40:35,5997,14532,0.41267547481420314,0.0018007408350488965
member,191,2020-07-09,976,00:16:16,8535,14532,0.58732452518579681,0.0025628352554847977
member,192,2020-07-10,1031,00:17:11,8576,16665,0.51461146114611456,0.0025751464734666226
